annee,indicateur,valeur,region
2024,Espérance de vie (années),60.3,Port-au-Prince
2024,Espérance de vie (années),60.9,Port-au-Prince
2024,Espérance de vie (années),58.3,Port-au-Prince
2024,Espérance de vie (années),63.9,Port-au-Prince
2024,Espérance de vie (années),59.4,Port-au-Prince
2024,Espérance de vie (années),72.2,Port-au-Prince
2024,Espérance de vie (années),62.3,Port-au-Prince
2024,Espérance de vie (années),67.8,Port-au-Prince
2024,Espérance de vie (années),62.6,Port-au-Prince
2024,Espérance de vie (années),63.1,Port-au-Prince
2024,Espérance de vie (années),70.1,Port-au-Prince
2024,Espérance de vie (années),58.3,Sud
2024,Espérance de vie (années),64.2,Sud
2024,Espérance de vie (années),66.3,Sud
2024,Espérance de vie (années),63.0,Sud
2024,Espérance de vie (années),61.9,Sud
2024,Espérance de vie (années),66.8,Sud
2024,Espérance de vie (années),61.6,Sud
2024,Espérance de vie (années),67.5,Sud
2024,Espérance de vie (années),58.9,Sud
2024,Espérance de vie (années),60.2,Sud
2024,Espérance de vie (années),61.3,Sud
2024,Espérance de vie (années),59.2,Sud
2024,Espérance de vie (années),68.4,Sud
2024,Espérance de vie (années),58.2,Sud
2024,Espérance de vie (années),72.4,Sud
2024,Espérance de vie (années),69.4,Sud
2024,Espérance de vie (années),63.0,Sud
2024,Espérance de vie (années),61.3,Sud
2024,Espérance de vie (années),71.6,Sud-Est
2024,Espérance de vie (années),63.2,Sud-Est
2024,Espérance de vie (années),57.9,Sud-Est
2024,Espérance de vie (années),62.3,Sud-Est
2024,Espérance de vie (années),62.3,Sud-Est
2024,Espérance de vie (années),69.7,Sud-Est
2024,Espérance de vie (années),60.1,Sud-Est
2024,Espérance de vie (années),71.5,Sud-Est
2024,Espérance de vie (années),67.3,Sud-Est
2024,Espérance de vie (années),64.3,Sud-Est
2024,Espérance de vie (années),63.8,Sud-Est
2024,Espérance de vie (années),60.8,Sud-Est
2024,Espérance de vie (années),65.1,Sud-Est
2024,Espérance de vie (années),66.7,Sud-Est
2024,Espérance de vie (années),60.4,Sud-Est
2024,Espérance de vie (années),58.5,Sud-Est
2024,Espérance de vie (années),71.3,Sud-Est
2024,Espérance de vie (années),71.3,Total
2024,Espérance de vie (années),64.0,Total
2024,Espérance de vie (années),58.3,Total
2024,Espérance de vie (années),67.3,Total
2024,Espérance de vie (années),63.1,Total
2024,Espérance de vie (années),68.5,Total
2024,Espérance de vie (années),59.9,Total
2024,Espérance de vie (années),58.3,Total
2024,Espérance de vie (années),65.7,Total
2024,Espérance de vie (années),68.9,Total
2024,Espérance de vie (années),63.1,Total
2024,Espérance de vie (années),61.0,Total
2024,Espérance de vie (années),63.4,Total
2024,Espérance de vie (années),65.6,Total
2024,Espérance de vie (années),60.6,Total
2024,Espérance de vie (années),59.1,Total
2024,Espérance de vie (années),60.4,Total
2025,Espérance de vie (années),61.5,Artibonite
2025,Espérance de vie (années),72.9,Artibonite
2025,Espérance de vie (années),66.1,Artibonite
2025,Espérance de vie (années),58.5,Artibonite
2025,Espérance de vie (années),69.4,Artibonite
2025,Espérance de vie (années),69.8,Artibonite
2025,Espérance de vie (années),62.2,Artibonite
2025,Espérance de vie (années),65.7,Artibonite
2025,Espérance de vie (années),65.4,Artibonite
2025,Espérance de vie (années),66.9,Artibonite
2025,Espérance de vie (années),63.0,Artibonite
2025,Espérance de vie (années),64.5,Artibonite
2025,Espérance de vie (années),60.0,Artibonite
2025,Espérance de vie (années),60.8,Artibonite
2025,Espérance de vie (années),70.9,Artibonite
2025,Espérance de vie (années),71.8,Artibonite
2025,Espérance de vie (années),61.7,Centre
2025,Espérance de vie (années),58.6,Centre
2025,Espérance de vie (années),60.0,Centre
2025,Espérance de vie (années),61.8,Centre
2025,Espérance de vie (années),65.2,Centre
2025,Espérance de vie (années),61.1,Centre
2025,Espérance de vie (années),62.2,Centre
2025,Espérance de vie (années),72.4,Centre
2025,Espérance de vie (années),58.1,Centre
2025,Espérance de vie (années),69.4,Centre
2025,Espérance de vie (années),66.7,Centre
2025,Espérance de vie (années),63.0,Centre
2025,Espérance de vie (années),66.3,Centre
2025,Espérance de vie (années),65.2,Centre
2025,Espérance de vie (années),68.9,Centre
2025,Espérance de vie (années),72.6,Centre
2025,Espérance de vie (années),58.1,Centre
2025,Espérance de vie (années),65.0,Centre
2025,Espérance de vie (années),71.0,Centre
2025,Espérance de vie (années),58.2,Centre
2025,Espérance de vie (années),67.7,Grand'Anse
2025,Espérance de vie (années),68.9,Grand'Anse
2025,Espérance de vie (années),61.8,Grand'Anse
2025,Espérance de vie (années),58.6,Grand'Anse
2025,Espérance de vie (années),67.9,Grand'Anse
2025,Espérance de vie (années),69.4,Grand'Anse
2025,Espérance de vie (années),69.9,Grand'Anse
2025,Espérance de vie (années),64.7,Grand'Anse
2025,Espérance de vie (années),61.5,Grand'Anse
2025,Espérance de vie (années),60.3,Grand'Anse
2025,Espérance de vie (années),63.7,Grand'Anse
2025,Espérance de vie (années),63.7,Grand'Anse
2025,Espérance de vie (années),58.6,Grand'Anse
2025,Espérance de vie (années),58.6,Grand'Anse
2025,Espérance de vie (années),61.7,Grand'Anse
2025,Espérance de vie (années),60.0,Grand'Anse
2025,Espérance de vie (années),59.4,Grand'Anse
2025,Espérance de vie (années),60.4,Grand'Anse
2025,Espérance de vie (années),71.9,Grand'Anse
2025,Espérance de vie (années),68.8,Grand'Anse
2025,Espérance de vie (années),66.4,Grand'Anse
2025,Espérance de vie (années),62.1,Grand'Anse
2025,Espérance de vie (années),63.4,Grand'Anse
2025,Espérance de vie (années),58.9,Grand'Anse
2025,Espérance de vie (années),73.0,Grand'Anse
2025,Espérance de vie (années),68.5,Nippes
2025,Espérance de vie (années),66.5,Nippes
2025,Espérance de vie (années),65.1,Nippes
2025,Espérance de vie (années),58.3,Nippes
2025,Espérance de vie (années),71.0,Nippes
2025,Espérance de vie (années),72.0,Nippes
2025,Espérance de vie (années),71.2,Nippes
2025,Espérance de vie (années),72.3,Nippes
2025,Espérance de vie (années),62.0,Nippes
2025,Espérance de vie (années),60.1,Nippes
2025,Espérance de vie (années),72.9,Nippes
2025,Espérance de vie (années),61.0,Nippes
2025,Espérance de vie (années),62.6,Nippes
2025,Espérance de vie (années),58.4,Nippes
2025,Espérance de vie (années),67.1,Nippes
2025,Espérance de vie (années),69.5,Nippes
2025,Espérance de vie (années),67.2,Nippes
2025,Espérance de vie (années),65.6,Nippes
2025,Espérance de vie (années),65.3,Nippes
2025,Espérance de vie (années),67.5,Nippes
2025,Espérance de vie (années),58.0,Nord
2025,Espérance de vie (années),71.8,Nord
2025,Espérance de vie (années),62.5,Nord
2025,Espérance de vie (années),67.1,Nord
2025,Espérance de vie (années),72.7,Nord
2025,Espérance de vie (années),58.3,Nord
2025,Espérance de vie (années),70.0,Nord
2025,Espérance de vie (années),72.8,Nord
2025,Espérance de vie (années),63.6,Nord
2025,Espérance de vie (années),70.7,Nord
2025,Espérance de vie (années),70.9,Nord
2025,Espérance de vie (années),61.7,Nord
2025,Espérance de vie (années),60.0,Nord-Est
2025,Espérance de vie (années),61.8,Nord-Est
2025,Espérance de vie (années),59.6,Nord-Est
2025,Espérance de vie (années),62.6,Nord-Est
2025,Espérance de vie (années),66.0,Nord-Est
2025,Espérance de vie (années),72.3,Nord-Est
2025,Espérance de vie (années),70.3,Nord-Est
2025,Espérance de vie (années),68.8,Nord-Est
2025,Espérance de vie (années),59.5,Nord-Est
2025,Espérance de vie (années),60.0,Nord-Est
2025,Espérance de vie (années),66.6,Nord-Est
2025,Espérance de vie (années),66.9,Nord-Est
2025,Espérance de vie (années),66.1,Nord-Est
2025,Espérance de vie (années),68.2,Nord-Est
2025,Espérance de vie (années),60.8,Nord-Est
2025,Espérance de vie (années),62.8,Nord-Est
2025,Espérance de vie (années),60.8,Nord-Est
2025,Espérance de vie (années),59.5,Nord-Est
2025,Espérance de vie (années),58.2,Nord-Est
2025,Espérance de vie (années),70.6,Nord-Est
2025,Espérance de vie (années),68.5,Nord-Est
2025,Espérance de vie (années),59.5,Nord-Est
2025,Espérance de vie (années),72.1,Nord-Est
2025,Espérance de vie (années),62.7,Nord-Est
2025,Espérance de vie (années),71.7,Nord-Est
2025,Espérance de vie (années),70.9,Nord-Est
2025,Espérance de vie (années),68.5,Nord-Est
2025,Espérance de vie (années),66.3,Nord-Est
2025,Espérance de vie (années),64.9,Nord-Est
2025,Espérance de vie (années),68.1,Nord-Ouest
2025,Espérance de vie (années),62.4,Nord-Ouest
2025,Espérance de vie (années),69.1,Nord-Ouest
2025,Espérance de vie (années),68.5,Nord-Ouest
2025,Espérance de vie (années),58.5,Nord-Ouest
2025,Espérance de vie (années),72.2,Nord-Ouest
2025,Espérance de vie (années),62.6,Nord-Ouest
2025,Espérance de vie (années),69.4,Nord-Ouest
2025,Espérance de vie (années),63.0,Nord-Ouest
2025,Espérance de vie (années),67.3,Nord-Ouest
2025,Espérance de vie (années),65.4,Nord-Ouest
2025,Espérance de vie (années),62.7,Nord-Ouest
2025,Espérance de vie (années),66.3,Nord-Ouest
2025,Espérance de vie (années),68.6,Nord-Ouest
2025,Espérance de vie (années),67.2,Nord-Ouest
2025,Espérance de vie (années),63.8,Ouest
2025,Espérance de vie (années),68.3,Ouest
2025,Espérance de vie (années),70.5,Ouest
2025,Espérance de vie (années),66.4,Ouest
2025,Espérance de vie (années),60.4,Ouest
2025,Espérance de vie (années),66.0,Ouest
2025,Espérance de vie (années),72.3,Ouest
2025,Espérance de vie (années),72.4,Ouest
2025,Espérance de vie (années),58.0,Ouest
2025,Espérance de vie (années),70.1,Ouest
2025,Espérance de vie (années),72.5,Ouest
2025,Espérance de vie (années),66.6,Ouest
2025,Espérance de vie (années),62.9,Ouest
2025,Espérance de vie (années),61.6,Ouest
2025,Espérance de vie (années),65.3,Ouest
2025,Espérance de vie (années),63.4,Ouest
2025,Espérance de vie (années),58.9,Ouest
2025,Espérance de vie (années),64.2,Ouest
2025,Espérance de vie (années),61.5,Port-au-Prince
2025,Espérance de vie (années),68.3,Port-au-Prince
2025,Espérance de vie (années),70.4,Port-au-Prince
2025,Espérance de vie (années),71.9,Port-au-Prince
2025,Espérance de vie (années),59.5,Port-au-Prince
2025,Espérance de vie (années),70.9,Port-au-Prince
2025,Espérance de vie (années),69.6,Port-au-Prince
2025,Espérance de vie (années),58.5,Port-au-Prince
2025,Espérance de vie (années),61.8,Port-au-Prince
2025,Espérance de vie (années),59.4,Port-au-Prince
2025,Espérance de vie (années),64.2,Port-au-Prince
2025,Espérance de vie (années),62.6,Port-au-Prince
2025,Espérance de vie (années),65.4,Port-au-Prince
2025,Espérance de vie (années),67.7,Port-au-Prince
2025,Espérance de vie (années),66.2,Sud
2025,Espérance de vie (années),72.5,Sud
2025,Espérance de vie (années),58.3,Sud
2025,Espérance de vie (années),68.8,Sud
2025,Espérance de vie (années),62.8,Sud
2025,Espérance de vie (années),68.9,Sud
2025,Espérance de vie (années),58.2,Sud
2025,Espérance de vie (années),65.4,Sud
2025,Espérance de vie (années),60.5,Sud
2025,Espérance de vie (années),70.8,Sud
2025,Espérance de vie (années),60.4,Sud
2025,Espérance de vie (années),61.5,Sud
2025,Espérance de vie (années),59.4,Sud
2025,Espérance de vie (années),67.4,Sud-Est
2025,Espérance de vie (années),68.5,Sud-Est
2025,Espérance de vie (années),72.1,Sud-Est
2025,Espérance de vie (années),58.3,Sud-Est
2025,Espérance de vie (années),59.8,Sud-Est
2025,Espérance de vie (années),61.5,Sud-Est
2025,Espérance de vie (années),67.3,Sud-Est
2025,Espérance de vie (années),58.4,Sud-Est
2025,Espérance de vie (années),72.7,Sud-Est
2025,Espérance de vie (années),65.8,Sud-Est
2025,Espérance de vie (années),66.8,Sud-Est
2025,Espérance de vie (années),71.0,Sud-Est
2025,Espérance de vie (années),64.7,Sud-Est
2025,Espérance de vie (années),63.9,Sud-Est
2025,Espérance de vie (années),71.0,Sud-Est
2025,Espérance de vie (années),59.8,Sud-Est
2025,Espérance de vie (années),69.7,Sud-Est
2025,Espérance de vie (années),60.6,Sud-Est
2025,Espérance de vie (années),65.6,Sud-Est
2025,Espérance de vie (années),62.0,Sud-Est
2025,Espérance de vie (années),59.6,Sud-Est
2025,Espérance de vie (années),71.3,Sud-Est
2025,Espérance de vie (années),71.2,Sud-Est
2025,Espérance de vie (années),64.6,Total
2025,Espérance de vie (années),64.8,Total
2025,Espérance de vie (années),63.8,Total
2025,Espérance de vie (années),60.7,Total
2025,Espérance de vie (années),63.5,Total
2025,Espérance de vie (années),63.4,Total
2025,Espérance de vie (années),63.8,Total
2025,Espérance de vie (années),66.2,Total
2025,Espérance de vie (années),70.9,Total
2025,Espérance de vie (années),72.7,Total
2025,Espérance de vie (années),58.0,Total
2025,Espérance de vie (années),60.7,Total
2025,Espérance de vie (années),69.0,Total
2025,Espérance de vie (années),71.3,Total
2025,Espérance de vie (années),67.3,Total
2025,Espérance de vie (années),66.6,Total
2025,Espérance de vie (années),61.4,Total
2010,Exportations (millions USD),1514.0,Artibonite
2010,Exportations (millions USD),1762.0,Artibonite
2010,Exportations (millions USD),1602.0,Artibonite
2010,Exportations (millions USD),883.0,Artibonite
2010,Exportations (millions USD),2116.0,Artibonite
2010,Exportations (millions USD),1617.0,Artibonite
2010,Exportations (millions USD),4465.0,Artibonite
2010,Exportations (millions USD),161.0,Artibonite
2010,Exportations (millions USD),3499.0,Artibonite
2010,Exportations (millions USD),1025.0,Artibonite
2010,Exportations (millions USD),2101.0,Artibonite
2010,Exportations (millions USD),1458.0,Artibonite
2010,Exportations (millions USD),3426.0,Artibonite
2010,Exportations (millions USD),348.0,Centre
2010,Exportations (millions USD),1961.0,Centre
2010,Exportations (millions USD),3806.0,Centre
2010,Exportations (millions USD),1514.0,Centre
2010,Exportations (millions USD),2638.0,Centre
2010,Exportations (millions USD),2748.0,Centre
2010,Exportations (millions USD),3940.0,Centre
2010,Exportations (millions USD),2201.0,Centre
2010,Exportations (millions USD),136.0,Centre
2010,Exportations (millions USD),2358.0,Centre
2010,Exportations (millions USD),1552.0,Centre
2010,Exportations (millions USD),4622.0,Centre
2010,Exportations (millions USD),2886.0,Centre
2010,Exportations (millions USD),2488.0,Centre
2010,Exportations (millions USD),1432.0,Centre
2010,Exportations (millions USD),3388.0,Centre
2010,Exportations (millions USD),4306.0,Centre
2010,Exportations (millions USD),4676.0,Centre
2010,Exportations (millions USD),2305.0,Grand'Anse
2010,Exportations (millions USD),1868.0,Grand'Anse
2010,Exportations (millions USD),398.0,Grand'Anse
2010,Exportations (millions USD),1797.0,Grand'Anse
2010,Exportations (millions USD),3831.0,Grand'Anse
2010,Exportations (millions USD),4595.0,Grand'Anse
2010,Exportations (millions USD),2881.0,Grand'Anse
2010,Exportations (millions USD),4424.0,Grand'Anse
2010,Exportations (millions USD),3163.0,Grand'Anse
2010,Exportations (millions USD),4993.0,Grand'Anse
2010,Exportations (millions USD),325.0,Grand'Anse
2010,Exportations (millions USD),2156.0,Grand'Anse
2010,Exportations (millions USD),2851.0,Grand'Anse
2010,Exportations (millions USD),3678.0,Grand'Anse
2010,Exportations (millions USD),3166.0,Grand'Anse
2010,Exportations (millions USD),707.0,Nippes
2010,Exportations (millions USD),2012.0,Nippes
2010,Exportations (millions USD),4415.0,Nippes
2010,Exportations (millions USD),654.0,Nippes
2010,Exportations (millions USD),1471.0,Nippes
2010,Exportations (millions USD),4276.0,Nippes
2010,Exportations (millions USD),2603.0,Nippes
2010,Exportations (millions USD),3818.0,Nippes
2010,Exportations (millions USD),187.0,Nippes
2010,Exportations (millions USD),3562.0,Nippes
2010,Exportations (millions USD),2434.0,Nippes
2010,Exportations (millions USD),4196.0,Nippes
2010,Exportations (millions USD),3158.0,Nippes
2010,Exportations (millions USD),1514.0,Nippes
2010,Exportations (millions USD),4602.0,Nippes
2010,Exportations (millions USD),4650.0,Nippes
2010,Exportations (millions USD),1128.0,Nippes
2010,Exportations (millions USD),1615.0,Nippes
2010,Exportations (millions USD),1423.0,Nippes
2010,Exportations (millions USD),1116.0,Nippes
2010,Exportations (millions USD),3415.0,Nippes
2010,Exportations (millions USD),193.0,Nippes
2010,Exportations (millions USD),285.0,Nord
2010,Exportations (millions USD),4758.0,Nord
2010,Exportations (millions USD),4710.0,Nord
2010,Exportations (millions USD),1420.0,Nord
2010,Exportations (millions USD),1588.0,Nord
2010,Exportations (millions USD),1968.0,Nord
2010,Exportations (millions USD),917.0,Nord
2010,Exportations (millions USD),1430.0,Nord
2010,Exportations (millions USD),482.0,Nord
2010,Exportations (millions USD),2196.0,Nord
2010,Exportations (millions USD),2411.0,Nord
2010,Exportations (millions USD),3178.0,Nord
2010,Exportations (millions USD),1975.0,Nord
2010,Exportations (millions USD),2829.0,Nord
2010,Exportations (millions USD),1188.0,Nord
2010,Exportations (millions USD),1641.0,Nord-Est
2010,Exportations (millions USD),3189.0,Nord-Est
2010,Exportations (millions USD),3111.0,Nord-Est
2010,Exportations (millions USD),107.0,Nord-Est
2010,Exportations (millions USD),777.0,Nord-Est
2010,Exportations (millions USD),3253.0,Nord-Est
2010,Exportations (millions USD),220.0,Nord-Est
2010,Exportations (millions USD),400.0,Nord-Est
2010,Exportations (millions USD),2219.0,Nord-Est
2010,Exportations (millions USD),1588.0,Nord-Est
2010,Exportations (millions USD),3368.0,Nord-Est
2010,Exportations (millions USD),233.0,Nord-Est
2010,Exportations (millions USD),712.0,Nord-Est
2010,Exportations (millions USD),4618.0,Nord-Est
2010,Exportations (millions USD),2854.0,Nord-Est
2010,Exportations (millions USD),3319.0,Nord-Ouest
2010,Exportations (millions USD),1187.0,Nord-Ouest
2010,Exportations (millions USD),1789.0,Nord-Ouest
2010,Exportations (millions USD),3175.0,Nord-Ouest
2010,Exportations (millions USD),2365.0,Nord-Ouest
2010,Exportations (millions USD),1174.0,Nord-Ouest
2010,Exportations (millions USD),221.0,Nord-Ouest
2010,Exportations (millions USD),3378.0,Nord-Ouest
2010,Exportations (millions USD),3160.0,Nord-Ouest
2010,Exportations (millions USD),375.0,Nord-Ouest
2010,Exportations (millions USD),1594.0,Nord-Ouest
2010,Exportations (millions USD),698.0,Nord-Ouest
2010,Exportations (millions USD),2524.0,Nord-Ouest
2010,Exportations (millions USD),3176.0,Nord-Ouest
2010,Exportations (millions USD),2963.0,Nord-Ouest
2010,Exportations (millions USD),4723.0,Nord-Ouest
2010,Exportations (millions USD),1253.0,Nord-Ouest
2010,Exportations (millions USD),2207.0,Nord-Ouest
2010,Exportations (millions USD),1868.0,Nord-Ouest
2010,Exportations (millions USD),1632.0,Nord-Ouest
2010,Exportations (millions USD),4327.0,Nord-Ouest
2010,Exportations (millions USD),916.0,Nord-Ouest
2010,Exportations (millions USD),1567.0,Nord-Ouest
2010,Exportations (millions USD),580.0,Nord-Ouest
2010,Exportations (millions USD),2696.0,Nord-Ouest
2010,Exportations (millions USD),2755.0,Ouest
2010,Exportations (millions USD),4720.0,Ouest
2010,Exportations (millions USD),1598.0,Ouest
2010,Exportations (millions USD),3116.0,Ouest
2010,Exportations (millions USD),4361.0,Ouest
2010,Exportations (millions USD),3998.0,Ouest
2010,Exportations (millions USD),2438.0,Ouest
2010,Exportations (millions USD),2272.0,Ouest
2010,Exportations (millions USD),1822.0,Ouest
2010,Exportations (millions USD),468.0,Ouest
2010,Exportations (millions USD),600.0,Ouest
2010,Exportations (millions USD),1389.0,Ouest
2010,Exportations (millions USD),4403.0,Ouest
2010,Exportations (millions USD),3299.0,Ouest
2010,Exportations (millions USD),4262.0,Ouest
2010,Exportations (millions USD),911.0,Ouest
2010,Exportations (millions USD),261.0,Ouest
2010,Exportations (millions USD),3783.0,Ouest
2010,Exportations (millions USD),2550.0,Ouest
2010,Exportations (millions USD),1729.0,Ouest
2010,Exportations (millions USD),2642.0,Ouest
2010,Exportations (millions USD),300.0,Ouest
2010,Exportations (millions USD),547.0,Ouest
2010,Exportations (millions USD),1773.0,Ouest
2010,Exportations (millions USD),2421.0,Ouest
2010,Exportations (millions USD),1833.0,Ouest
2010,Exportations (millions USD),4124.0,Port-au-Prince
2010,Exportations (millions USD),1085.0,Port-au-Prince
2010,Exportations (millions USD),3664.0,Port-au-Prince
2010,Exportations (millions USD),360.0,Port-au-Prince
2010,Exportations (millions USD),3333.0,Port-au-Prince
2010,Exportations (millions USD),4201.0,Port-au-Prince
2010,Exportations (millions USD),1584.0,Port-au-Prince
2010,Exportations (millions USD),4906.0,Port-au-Prince
2010,Exportations (millions USD),3951.0,Port-au-Prince
2010,Exportations (millions USD),803.0,Port-au-Prince
2010,Exportations (millions USD),2937.0,Port-au-Prince
2010,Exportations (millions USD),187.0,Port-au-Prince
2010,Exportations (millions USD),2491.0,Port-au-Prince
2010,Exportations (millions USD),1177.0,Port-au-Prince
2010,Exportations (millions USD),4095.0,Port-au-Prince
2010,Exportations (millions USD),369.0,Port-au-Prince
2010,Exportations (millions USD),3140.0,Port-au-Prince
2010,Exportations (millions USD),1446.0,Port-au-Prince
2010,Exportations (millions USD),3071.0,Port-au-Prince
2010,Exportations (millions USD),4676.0,Port-au-Prince
2010,Exportations (millions USD),1255.0,Port-au-Prince
2010,Exportations (millions USD),3637.0,Port-au-Prince
2010,Exportations (millions USD),3391.0,Port-au-Prince
2010,Exportations (millions USD),474.0,Port-au-Prince
2010,Exportations (millions USD),4637.0,Sud
2010,Exportations (millions USD),1278.0,Sud
2010,Exportations (millions USD),3520.0,Sud
2010,Exportations (millions USD),4110.0,Sud
2010,Exportations (millions USD),4333.0,Sud
2010,Exportations (millions USD),4182.0,Sud
2010,Exportations (millions USD),3810.0,Sud
2010,Exportations (millions USD),3239.0,Sud
2010,Exportations (millions USD),3872.0,Sud
2010,Exportations (millions USD),3938.0,Sud
2010,Exportations (millions USD),4582.0,Sud
2010,Exportations (millions USD),4853.0,Sud
2010,Exportations (millions USD),3203.0,Sud
2010,Exportations (millions USD),4678.0,Sud
2010,Exportations (millions USD),3311.0,Sud
2010,Exportations (millions USD),1983.0,Sud
2010,Exportations (millions USD),3244.0,Sud
2010,Exportations (millions USD),774.0,Sud
2010,Exportations (millions USD),426.0,Sud
2010,Exportations (millions USD),2520.0,Sud-Est
2010,Exportations (millions USD),3305.0,Sud-Est
2010,Exportations (millions USD),2953.0,Sud-Est
2010,Exportations (millions USD),4770.0,Sud-Est
2010,Exportations (millions USD),2992.0,Sud-Est
2010,Exportations (millions USD),4771.0,Sud-Est
2010,Exportations (millions USD),3981.0,Sud-Est
2010,Exportations (millions USD),2000.0,Sud-Est
2010,Exportations (millions USD),4069.0,Sud-Est
2010,Exportations (millions USD),817.0,Sud-Est
2010,Exportations (millions USD),4234.0,Sud-Est
2010,Exportations (millions USD),488.0,Sud-Est
2010,Exportations (millions USD),2882.0,Sud-Est
2010,Exportations (millions USD),3142.0,Sud-Est
2010,Exportations (millions USD),2417.0,Sud-Est
2010,Exportations (millions USD),2612.0,Sud-Est
2010,Exportations (millions USD),4126.0,Sud-Est
2010,Exportations (millions USD),1609.0,Sud-Est
2010,Exportations (millions USD),1678.0,Total
2010,Exportations (millions USD),1822.0,Total
2010,Exportations (millions USD),4492.0,Total
2010,Exportations (millions USD),3711.0,Total
2010,Exportations (millions USD),4173.0,Total
2010,Exportations (millions USD),1880.0,Total
2010,Exportations (millions USD),386.0,Total
2010,Exportations (millions USD),612.0,Total
2010,Exportations (millions USD),3251.0,Total
2010,Exportations (millions USD),604.0,Total
2010,Exportations (millions USD),401.0,Total
2010,Exportations (millions USD),2319.0,Total
2010,Exportations (millions USD),4617.0,Total
2010,Exportations (millions USD),3586.0,Total
2010,Exportations (millions USD),2177.0,Total
2010,Exportations (millions USD),2399.0,Total
2010,Exportations (millions USD),2843.0,Total
2010,Exportations (millions USD),1333.0,Total
2010,Exportations (millions USD),3002.0,Total
2010,Exportations (millions USD),2759.0,Total
2010,Exportations (millions USD),1081.0,Total
2010,Exportations (millions USD),3265.0,Total
2011,Exportations (millions USD),4633.0,Artibonite
2011,Exportations (millions USD),1966.0,Artibonite
2011,Exportations (millions USD),445.0,Artibonite
2011,Exportations (millions USD),223.0,Artibonite
2011,Exportations (millions USD),4053.0,Artibonite
2011,Exportations (millions USD),2822.0,Artibonite
2011,Exportations (millions USD),1885.0,Artibonite
2011,Exportations (millions USD),2767.0,Artibonite
2011,Exportations (millions USD),256.0,Artibonite
2011,Exportations (millions USD),4049.0,Artibonite
2011,Exportations (millions USD),1240.0,Artibonite
2011,Exportations (millions USD),4205.0,Artibonite
2011,Exportations (millions USD),1827.0,Artibonite
2011,Exportations (millions USD),1280.0,Artibonite
2011,Exportations (millions USD),2340.0,Artibonite
2011,Exportations (millions USD),4306.0,Artibonite
2011,Exportations (millions USD),694.0,Artibonite
2011,Exportations (millions USD),2267.0,Artibonite
2011,Exportations (millions USD),3755.0,Artibonite
2011,Exportations (millions USD),1396.0,Artibonite
2011,Exportations (millions USD),2975.0,Artibonite
2011,Exportations (millions USD),1097.0,Artibonite
2011,Exportations (millions USD),1426.0,Artibonite
2011,Exportations (millions USD),454.0,Centre
2011,Exportations (millions USD),2487.0,Centre
2011,Exportations (millions USD),2803.0,Centre
2011,Exportations (millions USD),2386.0,Centre
2011,Exportations (millions USD),436.0,Centre
2011,Exportations (millions USD),1014.0,Centre
2011,Exportations (millions USD),1846.0,Centre
2011,Exportations (millions USD),3337.0,Centre
2011,Exportations (millions USD),1502.0,Centre
2011,Exportations (millions USD),3358.0,Centre
2011,Exportations (millions USD),1410.0,Centre
2011,Exportations (millions USD),3310.0,Centre
2011,Exportations (millions USD),1631.0,Centre
2011,Exportations (millions USD),3790.0,Centre
2011,Exportations (millions USD),4453.0,Centre
2011,Exportations (millions USD),3954.0,Centre
2011,Exportations (millions USD),2615.0,Centre
2011,Exportations (millions USD),769.0,Centre
2011,Exportations (millions USD),779.0,Centre
2011,Exportations (millions USD),594.0,Centre
2011,Exportations (millions USD),1843.0,Grand'Anse
2011,Exportations (millions USD),1908.0,Grand'Anse
2011,Exportations (millions USD),3407.0,Grand'Anse
2011,Exportations (millions USD),3103.0,Grand'Anse
2011,Exportations (millions USD),1674.0,Grand'Anse
2011,Exportations (millions USD),4955.0,Grand'Anse
2011,Exportations (millions USD),1235.0,Grand'Anse
2011,Exportations (millions USD),1285.0,Grand'Anse
2011,Exportations (millions USD),2617.0,Grand'Anse
2011,Exportations (millions USD),2380.0,Grand'Anse
2011,Exportations (millions USD),1504.0,Grand'Anse
2011,Exportations (millions USD),3918.0,Grand'Anse
2011,Exportations (millions USD),2703.0,Grand'Anse
2011,Exportations (millions USD),4545.0,Grand'Anse
2011,Exportations (millions USD),4790.0,Grand'Anse
2011,Exportations (millions USD),4978.0,Grand'Anse
2011,Exportations (millions USD),1112.0,Nippes
2011,Exportations (millions USD),3039.0,Nippes
2011,Exportations (millions USD),1285.0,Nippes
2011,Exportations (millions USD),4535.0,Nippes
2011,Exportations (millions USD),2611.0,Nippes
2011,Exportations (millions USD),4936.0,Nippes
2011,Exportations (millions USD),1037.0,Nippes
2011,Exportations (millions USD),2498.0,Nippes
2011,Exportations (millions USD),3743.0,Nippes
2011,Exportations (millions USD),1838.0,Nippes
2011,Exportations (millions USD),4827.0,Nippes
2011,Exportations (millions USD),4898.0,Nippes
2011,Exportations (millions USD),3502.0,Nippes
2011,Exportations (millions USD),3656.0,Nippes
2011,Exportations (millions USD),480.0,Nippes
2011,Exportations (millions USD),2193.0,Nippes
2011,Exportations (millions USD),3886.0,Nippes
2011,Exportations (millions USD),4380.0,Nippes
2011,Exportations (millions USD),3855.0,Nord
2011,Exportations (millions USD),1339.0,Nord
2011,Exportations (millions USD),2298.0,Nord
2011,Exportations (millions USD),3417.0,Nord
2011,Exportations (millions USD),4817.0,Nord
